source,shared_from,date,text,reactions,likes,ahah,love,wow,sigh,grrr,comments,post_id,url
"Cộng Đồng Battlegrounds Việt Nam,Đâu Phải PUBG",Đâu Phải PUBG,2019-07-23 09:19:52,Hay =))Gọi team của bạn vào và thực hành thử nhé =)) #CK,249,136,103,2,6,2,,70 bình luậ,2396640610573507,/story.php?story_fbid=2396640610573507&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-23 16:00:00,Không có cửa luôn 😔 #Bu,"1,1K",704,361,4,2,111,,205 bình luậ,2396054303965471,/story.php?story_fbid=2396054303965471&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-23 16:00:00,Không có cửa luôn 😔 #Bu,"1,1K",704,361,4,2,111,,205 bình luậ,2396054303965471,/story.php?story_fbid=2396054303965471&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-23 14:00:00,5p nhảy dù 2 lần quen rồi  #Bu,"5,3K","3,7K","1,3K",19,4,110,1,678 bình luậ,2396053243965577,/story.php?story_fbid=2396053243965577&id=1923466774557562
"Cộng Đồng Battlegrounds Việt Nam,Giáo Sư PUBG",Giáo Sư PUBG,2019-07-23 10:26:58,Ơ lạ thếƠ là sao :)),"3,3K","2,1K",955,8,17,129,3,1.050 bình luậ,2396564913914410,/story.php?story_fbid=2396564913914410&id=1923466774557562
"Cộng Đồng Battlegrounds Việt Nam,Box Girl",Box Girl,2019-07-23 13:02:09,Tâm sự cùng gái xinh nha mọi ngườiMọi người vào đây chém gió nhận code nhé Add fb mình nha : https://www.facebook.com/trang.pham.124,106,88,14,3,,1,,8 bình luậ,2396562653914636,/story.php?story_fbid=2396562653914636&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-23 13:00:01,Ăn cú lừa rồi :v #Bu,952,585,315,4,3,44,1,135 bình luậ,2396051760632392,/story.php?story_fbid=2396051760632392&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-23 11:00:01,Trông anh còn trẻ hơn cả tuổi thật cơ 👏 #Bu,"1,8K","1,1K",702,5,1,52,1,257 bình luậ,2396046730632895,/story.php?story_fbid=2396046730632895&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-23 10:00:01,Sorry em #Bu,"1,7K","1,1K",532,17,4,59,1,369 bình luậ,2396043863966515,/story.php?story_fbid=2396043863966515&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-22 19:30:00,Này thì làm rắn =)) #Punch,"1,2K",798,468,13,7,6,,111 bình luậ,2395920660645502,/story.php?story_fbid=2395920660645502&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-22 19:00:02,Máu chiến lắm  #Bu,"5,8K","4,2K","1,4K",26,9,100,,1.183 bình luậ,2395402734030628,/story.php?story_fbid=2395402734030628&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-22 18:30:00,Đạn bây giờ khỏe thế =)) #Punch,"1,5K",941,521,6,20,86,5,160 bình luậ,2395912787312956,/story.php?story_fbid=2395912787312956&id=1923466774557562
"Cộng Đồng Battlegrounds Việt Nam,BOX Zico",BOX Zico,2019-07-22 18:02:13,TOP 1 PUBG VN bắn gắt quá!Hello ae lại là tôi đây!!! Page sắp được 1000 like rồi... AE tiếp tục ủng hộ mình nha cảm ơn ae <3 Thứ high đầu tuần thì phải nhiều TOP 1 đúng không ae ? Đừng quên like và follow page của mình nhé mọi người ❤ #boxzico #gyroscope,107,91,12,3,1,,,13 bình luậ,2395964757307759,/story.php?story_fbid=2395964757307759&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-22 18:00:01,Chỉ cần có thế 😝 #Bu,"6,3K","4,7K","1,4K",65,19,100,1,898 bình luậ,2395402220697346,/story.php?story_fbid=2395402220697346&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-22 17:30:00,=))) Kỷ niệm một cái #Punch,738,367,342,8,12,9,,133 bình luậ,2395894357314799,/story.php?story_fbid=2395894357314799&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-22 17:00:01,Vui là được :3 #Bu,"6,1K","4,3K","1,6K",32,7,112,,1.031 bình luậ,2395378280699740,/story.php?story_fbid=2395378280699740&id=1923466774557562
"Cộng Đồng Battlegrounds Việt Nam,Đâu Phải PUBG",Đâu Phải PUBG,2019-07-22 10:28:15,"Dân pro có khácxem đã mắt quá, skill vũ trụ rồi #CK",340,242,60,9,26,3,,68 bình luậ,2395915813979320,/story.php?story_fbid=2395915813979320&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-22 16:00:01,Ngộ đời ghê :v,"4,7K","2,4K",2K,8,6,168,,504 bình luậ,2395377744033127,/story.php?story_fbid=2395377744033127&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-22 14:00:00,Chúc mày vui vẻ bên team mới :) #Bu,"1,5K",1K,208,4,1,293,3,293 bình luậ,2395377194033182,/story.php?story_fbid=2395377194033182&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-22 13:00:00,Tạo hóa bất công ghê  #Bu,"4,7K","3,2K",886,11,6,507,1,786 bình luậ,2395376487366586,/story.php?story_fbid=2395376487366586&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-22 11:00:01,Nói chung là buồn  #Bu,"3,4K","2,1K",879,10,8,479,2,639 bình luậ,2395374877366747,/story.php?story_fbid=2395374877366747&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-22 10:00:00,"""Bấm nút khỏi xe tao nhanh"" #Bu","4,4K","2,4K","1,7K",11,12,200,,685 bình luậ,2395373624033539,/story.php?story_fbid=2395373624033539&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-21 20:00:01,Let's see it 📱 #BuHãy xem nó 📱 #Bu,"2,6K","2,1K",375,19,4,98,2,886 bình luậ,2394967157407519,/story.php?story_fbid=2394967157407519&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-21 19:00:01,Ai cũng có một đứa bạn máu cún như này #Bu,"7,5K","5,1K","2,1K",17,14,183,3,900 bình luậ,2394965997407635,/story.php?story_fbid=2394965997407635&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-21 18:00:00,Game luôn bên tôi ❤️ #Bu,"1,5K","1,1K",286,72,3,20,,260 bình luậ,2394965640741004,/story.php?story_fbid=2394965640741004&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-21 17:00:00,Ăn lone rồi 😫 #Bu,"1,8K","1,1K",508,2,6,139,,281 bình luậ,2394965104074391,/story.php?story_fbid=2394965104074391&id=1923466774557562
"Cộng Đồng Battlegrounds Việt Nam,Lacey BiBi",Lacey BiBi,2019-07-21 16:33:57,Top 1 PUBG Mobie nữ anh em uiChạy bo cùng Bi chứ 😍 #BiBi #Boxgaming #Boxstudio #PUBGMobile #PUBG ~~~~~~~~~~~~~~~~~~~~~~~~ Time LiveStream: 16:30 hàng ngày,117,91,17,7,,1,1,12 bình luậ,2395195524051349,/story.php?story_fbid=2395195524051349&id=1923466774557562
"Cộng Đồng Battlegrounds Việt Nam,Giáo Sư PUBG",Giáo Sư PUBG,2019-07-20 09:32:47,Khóc một dòng sông :(Khóc 1 dòng sông :( #CK,412,259,81,7,4,61,,70 bình luậ,2395192104051691,/story.php?story_fbid=2395192104051691&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-21 16:00:01,Dăm ba cái màn hình thôi mà :3 #Bu,"3,9K","2,9K",850,21,8,102,1,694 bình luậ,2394964624074439,/story.php?story_fbid=2394964624074439&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-21 14:00:01,Only you 🙆‍♀️ #BuChỉ có anh thôi 🙆 ♀️ #Bu,"4,2K","3,1K",898,164,8,29,1,472 bình luậ,2394962937407941,/story.php?story_fbid=2394962937407941&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-21 13:00:01,Top 1 ez rồi :3 #Bu,"1,7K","1,1K",534,6,4,37,,311 bình luậ,2394961310741437,/story.php?story_fbid=2394961310741437&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-21 12:00:00,Cũng rất gì và này nọ #Punch,"2,2K","1,2K",898,10,6,88,,218 bình luậ,2394538724117029,/story.php?story_fbid=2394538724117029&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-21 11:00:01,Mình thật bad #Bu,"2,3K","1,5K",659,6,3,127,1,299 bình luậ,2394959660741602,/story.php?story_fbid=2394959660741602&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-21 10:00:01,Chuyện không của riêng ai :)) #Bu,"1,5K",920,476,2,4,118,3,228 bình luậ,2394959297408305,/story.php?story_fbid=2394959297408305&id=1923466774557562
"Cộng Đồng Battlegrounds Việt Nam,Thùy Dung",Thùy Dung,2019-07-20 19:48:17,Thùy Dung chơi game gì mê chưaThùy Dung gia nhập phái Võ Đang rồi nha 😂🤣😂 Kiếm Ma 3D - Game Kiếm Hiệp Dị Giới đầu tiên chính thức ra mắt ngày 18/07 - Tham gia ngay chuỗi giải đấu Giang hồ tứ tuyệt - Nhận Tứ Linh với tổng giá trị giải thưởng lên tới 2 tỷ đồng:  http://bit.ly/KM3D_DuaTOP Link tải: kiemma3d.vn/dl5 - Gia Nhập Dị Giới: http://bit.ly/KM3D_GROUP #kiemma3d #kiemma #3D #kiemhiep #digioi,64,54,9,1,,,,3 bình luậ,2394613367442898,/story.php?story_fbid=2394613367442898&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-20 20:00:00,Nó tủi gì đâu luôn á :v #Bu,3K,2K,727,8,7,226,4,512 bình luậ,2393952364175665,/story.php?story_fbid=2393952364175665&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-20 19:00:00,It's me :)) #BuLà tôi đây :)) #Bu,"2,6K","1,6K",716,3,4,216,1,283 bình luậ,2393951664175735,/story.php?story_fbid=2393951664175735&id=1923466774557562
"Cộng Đồng Battlegrounds Việt Nam,BOX Zico",BOX Zico,2019-07-20 18:04:52,"TOP 1 PUBG trở lại rồi đây, anh em nhận ra ai không?Hello ae đây là page mới mình sẽ dùng livestream hàng ngày nhé ❤ cùng cổ vũ cho người bạn PLM vào chung kết PMCO nhé Đừng quên like và follow page của mình nhé mọi người ❤ #boxzico #gyroscope",128,114,6,5,1,1,1,7 bình luậ,2394510194119882,/story.php?story_fbid=2394510194119882&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-20 18:30:00,Nỗi buồn không của riêng ai #Punch,12K,"7,9K",4K,70,29,496,9,807 bình luậ,2394477810789787,/story.php?story_fbid=2394477810789787&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-20 18:00:00,Đúng vậy 😝 #Bu,"1,6K","1,2K",326,32,7,12,1,278 bình luậ,2393951094175792,/story.php?story_fbid=2393951094175792&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-20 17:00:00,Ghìm tâm mệt xỉu  #Bu,"3,8K","2,6K",1K,8,2,140,,355 bình luậ,2393950090842559,/story.php?story_fbid=2393950090842559&id=1923466774557562
"Cộng Đồng Battlegrounds Việt Nam,Lacey BiBi",Lacey BiBi,2019-07-20 16:34:45,Ông nào đủ sức gánh em ấy thì zô nè!Nếu Bi là tạ anh có gánh Bi không 😝 #BiBi #Boxgaming #Boxstudio #PUBGMobile #PUBG ~~~~~~~~~~~~~~~~~~~~~~~~ Time LiveStream: 16:30 hàng ngày,86,72,14,,,,,5 bình luậ,2394461324124769,/story.php?story_fbid=2394461324124769&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-20 16:30:00,Bí mật của chị em phụ nữ #Punch,"1,3K",528,697,7,6,71,1,183 bình luậ,2394408787463356,/story.php?story_fbid=2394408787463356&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-20 16:00:01,Đừng tưởng bở 😂 #Bu,"4,7K","2,9K","1,6K",13,16,135,3,446 bình luậ,2393949520842616,/story.php?story_fbid=2393949520842616&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-20 14:00:01,Cho xin bí quyết đi  #Bu,"3,3K","2,3K",843,13,3,66,,633 bình luậ,2393948537509381,/story.php?story_fbid=2393948537509381&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-20 13:00:01,Hê hê phê #Bu,"1,9K","1,2K",690,22,,9,,241 bình luậ,2393947447509490,/story.php?story_fbid=2393947447509490&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-20 11:00:01,Đừng làm rắn nữa :v  #Bu,"1,3K",903,386,4,2,34,,195 bình luậ,2393946240842944,/story.php?story_fbid=2393946240842944&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-20 10:00:01,Hihi mắc cỡ #Bu,"1,4K",963,496,7,,33,,230 bình luậ,2393946990842869,/story.php?story_fbid=2393946990842869&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-20 08:47:26,Thanh xuân như một băng đạn Thay xong băng đạn hết bà thanh xuân  #Bu,"2,6K","1,5K",1K,7,3,105,1,209 bình luậ,2394241787480056,/story.php?story_fbid=2394241787480056&id=1923466774557562
"Cộng Đồng Battlegrounds Việt Nam,Giáo Sư PUBG",Giáo Sư PUBG,2019-07-18 21:01:38,Có đúng không ta :))Ơ =)),"4,3K","2,5K","1,6K",15,25,144,4,873 bình luậ,2394210257483209,/story.php?story_fbid=2394210257483209&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-19 20:00:00,Đỉnh cao :3 #Bu,"2,4K","1,5K",842,15,6,7,1,295 bình luậ,2393254700912098,/story.php?story_fbid=2393254700912098&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-19 19:00:01,Tình nghĩa anh em có chắc bền lâu #Bu,2K,"1,3K",624,3,1,63,,193 bình luậ,2393254064245495,/story.php?story_fbid=2393254064245495&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-19 18:00:00,Không thể kiểm soát nổi 😂 #Bu,"1,9K","1,3K",521,11,2,39,2,242 bình luậ,2393253550912213,/story.php?story_fbid=2393253550912213&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-19 17:00:00,Sao ngộ thế nhỉ? :)) #Bu,"4,9K","3,3K","1,3K",8,8,241,1,411 bình luậ,2393252767578958,/story.php?story_fbid=2393252767578958&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-19 17:00:00,Thay xong đạn chắc hết mẹ trận :)) #Punch,2K,"1,1K",750,8,2,81,1,150 bình luậ,2393722510865317,/story.php?story_fbid=2393722510865317&id=1923466774557562
"Cộng Đồng Battlegrounds Việt Nam,Lacey BiBi",Lacey BiBi,2019-07-19 16:31:37,Nữ xạ thủ của làng PUBG Mobie try hard có gì khóNếu em là bo anh có còn sợ bo mà chạy nữa không :3 #BiBi #Boxgaming #BoxStudio #BoxLaceyBiBi ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ Time LiveStream: 16:30 hàng ngày,80,67,10,3,,,,5 bình luậ,2393744137529821,/story.php?story_fbid=2393744137529821&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-19 16:30:00,Bạn thích map nào nhất trong PUBG? #Punch,932,700,129,95,6,2,,227 bình luậ,2393722144198687,/story.php?story_fbid=2393722144198687&id=1923466774557562
"Cộng Đồng Battlegrounds Việt Nam,Mèo Sao Hỏa",Mèo Sao Hỏa,2019-07-19 14:03:37,Cùng Mèo trải nghiệm Gunny hồi ức đi phó bản nhận item siêu khủng nhéSau 1 ngày có 200 Người đăng kí tham gia event..  Anh em thì sao ?  ✅Đăng kí thi đấu tại Link : https://forms.gle/Q5ecRY1ceUDwHsa79 - [TRƯỚC 23h ngày 20/7/2019 ]  #Boxstudio #meosaohoa #meongu,113,100,11,2,,,,7 bình luậ,2393723747531860,/story.php?story_fbid=2393723747531860&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-19 16:00:02,Bom troll :)) #Bu,1K,689,358,4,,18,2,172 bình luậ,2393251870912381,/story.php?story_fbid=2393251870912381&id=1923466774557562
"Cộng Đồng Battlegrounds Việt Nam,BLV Linh San",BLV Linh San,2019-07-19 14:20:22,Bình luận Tiếng Việt trận của SKT này mọi ngườiTry hard rank cùng những người anh em,66,57,6,1,,2,,7 bình luậ,2393701850867383,/story.php?story_fbid=2393701850867383&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-19 14:00:00,Ngại ghê :3 #Bu,"6,8K","4,9K","1,7K",66,9,105,1,875 bình luậ,2393282460909322,/story.php?story_fbid=2393282460909322&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-19 13:00:00,Ếu hiểu :v #Bu,"1,8K","1,2K",551,3,1,118,1,255 bình luậ,2393246880912880,/story.php?story_fbid=2393246880912880&id=1923466774557562
"Cộng Đồng Battlegrounds Việt Nam,Đâu Phải PUBG",Đâu Phải PUBG,2019-07-19 09:26:57,Sai người sai thời điểmsai người sai thời điểm vl =))) #CK,629,281,312,1,1,33,1,117 bình luậ,2393644240873144,/story.php?story_fbid=2393644240873144&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-19 11:00:00,Shipper chân chính :)) #Bu,"4,4K","2,8K","1,5K",18,4,99,,430 bình luậ,2393245260913042,/story.php?story_fbid=2393245260913042&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-19 10:00:00,OK không trượt phát nào :)) #Bu,"1,6K",930,677,9,3,68,1,205 bình luậ,2393244674246434,/story.php?story_fbid=2393244674246434&id=1923466774557562
"Cộng Đồng Battlegrounds Việt Nam,Giáo Sư PUBG",Giáo Sư PUBG,2019-07-18 20:59:07,Có ai thấy khẩu thính đâu không :))Bạn có thấy khẩu súng ưa thích của mình trong đây không :)),838,599,219,15,,5,,89 bình luậ,2393224014248500,/story.php?story_fbid=2393224014248500&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-18 21:00:01,Có một sự hợp lý chà bá ở đây :)) #Bu,"5,2K","2,9K","1,9K",28,10,242,,449 bình luậ,2393187660918802,/story.php?story_fbid=2393187660918802&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-18 20:30:00,Ừ thì không đẹp :)) #Punch,10K,"8,2K","1,6K",765,45,23,11,863 bình luậ,2393098954261006,/story.php?story_fbid=2393098954261006&id=1923466774557562
"Cộng Đồng Battlegrounds Việt Nam,BLV Linh San",BLV Linh San,2019-07-18 15:45:15,Bình Luận Giải đấu LCK Tiếng ViệtAlo set lại stream cho đỡ giật nè ae,48,47,,,,1,,4 bình luậ,2393181174252784,/story.php?story_fbid=2393181174252784&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-18 20:00:00,Like a boss :)) #Bu,"1,3K",824,463,7,2,4,,179 bình luậ,2392525700984998,/story.php?story_fbid=2392525700984998&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-18 19:30:00,Mày không thoát được đâu con trai #Punch,"1,3K",800,487,3,3,73,,172 bình luậ,2393094800928088,/story.php?story_fbid=2393094800928088&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-18 19:00:00,Sinh ra không dành cho nhau 😞 #Bu,2K,"1,2K",579,4,2,221,2,291 bình luậ,2392525094318392,/story.php?story_fbid=2392525094318392&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-18 18:00:00,Loot tớ đi ❤️ #Bu,"3,4K","2,5K",811,64,3,21,1,488 bình luậ,2392524484318453,/story.php?story_fbid=2392524484318453&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-18 17:00:00,"Gặp tay to rồi, kiểu này sao trổ tài gánh crush đây #Bu","3,1K",2K,992,7,20,111,,379 bình luậ,2392523654318536,/story.php?story_fbid=2392523654318536&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-18 16:00:00,Đúng thế #Bu,"3,7K","2,5K",1K,19,7,143,1,417 bình luậ,2392522564318645,/story.php?story_fbid=2392522564318645&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-18 14:30:00,?? : D #Punch,"1,9K",1K,804,6,22,58,,271 bình luậ,2392456060991962,/story.php?story_fbid=2392456060991962&id=1923466774557562
Cộng Đồng Battlegrounds Việt Nam,,2019-07-18 14:00:00,Sad ghê 😕 #Bu,"3,5K","2,4K",707,8,3,438,,510 bình luậ,2392521847652050,/story.php?story_fbid=2392521847652050&id=1923466774557562
