source,shared_from,date,text,reactions,likes,ahah,love,wow,sigh,grrr,comments,post_id,url
Vietnam Championship Series - LMHT,,2019-01-20 10:43:14,Kèo 19h căng nha :3 #ClearMen #VCS,540,525,9,5,1,,,6 bình luậ,3074179019260720,/story.php?story_fbid=3074179019260720&id=837317842946860
Vietnam Championship Series - LMHT,,2019-01-19 21:49:41,Zeros không hề e ngại Stark trước cuộc đại chiến PVB vs EVS vào 19h ngày mai (20/1) #VCS #ClearMen,970,885,67,16,1,1,,26 bình luậ,3073015249377097,/story.php?story_fbid=3073015249377097&id=837317842946860
Vietnam Championship Series - LMHT,,2019-01-19 20:51:26,GAM và FTV đều thua trắng 2 ván trong ngày thi đấu thứ 3 của #VCS #ClearMen tuần 1!,245,235,5,5,,,,7 bình luậ,3072904196054869,/story.php?story_fbid=3072904196054869&id=837317842946860
Vietnam Championship Series - LMHT,,2019-01-19 09:38:40,Trận derby #VCS giữa GAM vs FFQ là tâm điểm của ngày hôm nay :D,"1,2K","1,2K",24,14,,,,22 bình luậ,3071968589481763,/story.php?story_fbid=3071968589481763&id=837317842946860
Vietnam Championship Series - LMHT,,2019-01-18 23:06:57,Friends Forever Gaming và Phong Vũ Buffalo Esports đều có những chiến thắng vô cùng thuyết phục trước EVOS Esports LoL v& Cerberus Esports LOL #VCS #ClearMen,142,131,2,9,,,,3 bình luậ,3071013416243947,/story.php?story_fbid=3071013416243947&id=837317842946860
Vietnam Championship Series - LMHT,,2019-01-17 22:15:44,GAM và FTV là 2 đội có được chiến thắng trong ngày khai mạc của #VCS mùa Xuân 2019 (y) #ClearMen,162,156,3,2,,,1,1 bình luậ,3068824579796164,/story.php?story_fbid=3068824579796164&id=837317842946860
Vietnam Championship Series - LMHT,,2019-01-17 15:40:08,,108,107,,1,,,,2 bình luậ,3068200976525191,/vcslmht/photos/a.837321029613208/3068200976525191
Vietnam Championship Series - LMHT,,2019-01-17 15:00:39,#TâmđiểmVCS của #VCS #ClearMen tuần này sẽ màn trở lại của Optimus trước đội tuyển cũ GAM Esports.,120,116,,4,,,,7 bình luậ,288785328451813,/story.php?story_fbid=288785328451813&id=837317842946860
Vietnam Championship Series - LMHT,,2019-01-17 13:05:36,#VCS đã trở lại cùng #Clearmen !!!!,Trần Đức Viễn và 319 người khác,297,12,8,3,,,22 bình luậ,3068000043211951,/story.php?story_fbid=3068000043211951&id=837317842946860
Vietnam Championship Series - LMHT,,2019-01-08 19:51:28,Lịch thi đấu vòng bảng của CR ở #VCS 2019 Xuân.,198,190,3,5,,,,7 bình luậ,3049490825062873,/story.php?story_fbid=3049490825062873&id=837317842946860
Vietnam Championship Series - LMHT,,2018-11-30 23:14:04,"Sau một thời gian lưu lạc thì Sya đã  quyết định trở về Gam Esports, mái nhà thực sự của mình.  Hy vọng anh cùng  với những người đồng đội tại GAM sẽ đạt được thành tựu! #VCSSpring2019 #Tinchuyenhuong",606,572,22,9,2,1,,25 bình luậ,2968663156478974,/story.php?story_fbid=2968663156478974&id=837317842946860
Vietnam Championship Series - LMHT,,2018-11-30 22:22:13,"Giành được suất trụ hạng nhưng sâu thẳm trong Yado không hề cảm thấy ổn... Ánh mắt anh hoàn toàn không để ý đến cuộc phỏng vấn! Yado đang nghĩ gì? Ám ảnh trận thua trước SGD ngày hôm qua vẫn còn? Hay lòng kiêu hãnh của Hung Thần đã bị tổn thương, mong chờ ngày tái đấu để rửa sạch nỗi hận?! #VCSspring2019 #cuocchoibatdau",715,660,46,7,1,1,,26 bình luậ,2968583619820261,/story.php?story_fbid=2968583619820261&id=837317842946860
Vietnam Championship Series - LMHT,,2018-11-30 15:28:05,Phủi bụi chút bằng kết quả vòng thăng hạng VCS Mùa Xuân 2019: chúc mừng SGD và CR! Anh em chuẩn bị đón xem một mùa giải #VCS khốc liệt năm tới nhé! Nghe đồn là có nhiều bom tấn chuyển nhượng nữa 🤣,684,654,17,13,,,,19 bình luậ,2968041363207820,/story.php?story_fbid=2968041363207820&id=837317842946860
Vietnam Championship Series - LMHT,,2018-10-11 17:40:38,Yolo :v #CKTG,806,782,12,12,,,,5 bình luậ,2870408819637742,/story.php?story_fbid=2870408819637742&id=837317842946860
Vietnam Championship Series - LMHT,,2018-10-09 10:46:34,*Cập nhật lại lịch thi đấu của  tại vòng bảng CKTG 2018.,851,815,13,21,1,1,,24 bình luậ,2866124940066130,/vcslmht/photos/a.837321029613208/2866124940066130
Vietnam Championship Series - LMHT,,2018-09-22 16:00:01,"Đội hình thi đấu chính thức của 2 đội tuyển cuối cùng góp mặt trong trận Chung kết VCS Mùa Hè 2018! Liệu ai sẽ giành được ngôi vương và tấm vé đến với thế giới? 17:00 Ngày 22/9 - Phong Vũ Buffalo Esports vs Adonis Esports LOL Trực tiếp tại Youtube và NimoTV #VCS được tài trợ bởi #Wakeup247, đổi nắp chai lấy code Liên Minh Huyền Thoại tại https://bit.ly/2LbpDJV",270,266,3,1,,,,8 bình luậ,2835674019777889,/story.php?story_fbid=2835674019777889&id=837317842946860
Vietnam Championship Series - LMHT,,2018-09-21 18:30:00,"Trashtalk #VCS final đã lên sóng, 17h chiều mai liệu Adonis Esports LOL hay Phong Vũ Buffalo Esports sẽ biến những điều mình nói trở thành hiện thực?",537,433,93,11,,,,64 bình luậ,242006559821343,/story.php?story_fbid=242006559821343&id=837317842946860
Vietnam Championship Series - LMHT,,2018-09-21 11:16:59,Trashtalk incoming :vTrashtalk đang đến: v,499,390,98,9,2,,,43 bình luậ,885725981622829,/story.php?story_fbid=885725981622829&id=837317842946860
Vietnam Championship Series - LMHT,,2018-09-18 20:10:05,"Các BLV VETV: Hoàng Luân, Đức Mạnh, Khánh Hiệp thảo luận trước thềm chung kết VCS Hè 2018 https://m.nimo.tv/live/78237710",69,67,,,,2,,Bình luậ,2829428547069103,/story.php?story_fbid=2829428547069103&id=837317842946860
Vietnam Championship Series - LMHT,,2018-09-15 12:47:21,"Vèo cái đã hết vé rồi :'( #VCS được tài trợ bởi #Wakeup247, đổi nắp chai lấy code Liên Minh Huyền Thoại tại https://bit.ly/2LbpDJV",396,369,13,,,12,2,43 bình luậ,2823809817630976,/story.php?story_fbid=2823809817630976&id=837317842946860
Vietnam Championship Series - LMHT,,2018-09-13 12:09:05,,519,478,16,20,,1,4,27 bình luậ,2820285784650046,/vcslmht/photos/a.837321029613208/2820285784650046
Vietnam Championship Series - LMHT,,2018-09-09 19:39:57,"Tiếp tục đánh bại Friends Forever Gaming với tỉ số hoàn toàn 3-1, Adonis Esports LOL càng thi đấu càng hay và cho thấy họ hoàn toàn xứng đáng góp mặt trong trận Chung kết đối đầu với Phong Vũ Buffalo Esports! Trận Chung kết VCS Mùa Hè 2018 sẽ diễn ra vào lúc 17:00 ngày 22/9 tại Nhà thi đấu Quân khu 7 - Số 202 Hoàng Văn Thụ, Phường 9, Phú Nhuận, TP.HCM và được tường thuật trực tiếp tại Youtube, NimoTV. Các bạn có thể cập nhật thông tin bán vé tại đây: https://lienminh.garena.vn/giai-dau-game/thong-tin-ban-ve-tran-chung-ket-vcs-mua-he-2018 #VCS được tài trợ bởi #Wakeup247, đổi nắp chai lấy code Liên Minh Huyền Thoại tại https://bit.ly/2LbpDJV",520,466,27,9,1,16,1,24 bình luậ,2813979955280629,/story.php?story_fbid=2813979955280629&id=837317842946860
Vietnam Championship Series - LMHT,,2018-09-09 15:00:01,"Đội hình thi đấu chính thức của 2 đội trong trận đấu ngày hôm nay! 16:00 Ngày 9/9 - Playoffs 2: Friends Forever Gaming vs Adonis Esports LOL Trực tiếp trên Youtube và NimoTV #VCS được tài trợ bởi #Wakeup247, đổi nắp chai lấy code Liên Minh Huyền Thoại tại https://bit.ly/2LbpDJV",289,276,7,6,,,,9 bình luậ,2813516818660276,/story.php?story_fbid=2813516818660276&id=837317842946860
Vietnam Championship Series - LMHT,,2018-09-09 12:16:48,"Cơ hội có thể cạnh tranh chức vô địch VCS Mùa Hè 2018 và giành tấm vé tham dự Chung kết Thế giới 2018 chỉ thuộc về duy nhất một đội trong trận đấu ngày hôm nay! Liệu sẽ là Friends Forever Gaming hay Adonis Esports LOL vẫn tiếp tục viết tiếp câu chuyện cổ tích của mình? 16:00 Ngày 9/9 - Playoffs 2: FFQ vs ADN Trực tiếp trên Youtube và NimoTV #VCS được tài trợ bởi #Wakeup247, đổi nắp chai lấy code Liên Minh Huyền Thoại tại https://bit.ly/2LbpDJV",853,737,86,25,2,3,,84 bình luậ,2813494385329186,/story.php?story_fbid=2813494385329186&id=837317842946860
Vietnam Championship Series - LMHT,,2018-09-07 20:39:01,"Giành chiến thắng chung cuộc 3-2, Adonis Esports LOL chính thức bước tiếp vào vòng tiếp theo gặp đối thủ Friends Forever Gaming.  Điều đó cũng đồng nghĩa với việc EVOS Esports LoL đã trở thành cựu vương của VCS! #VCS được tài trợ bởi #Wakeup247, đổi nắp chai lấy code Liên Minh Huyền Thoại tại https://bit.ly/2LbpDJV",637,588,30,12,1,6,,22 bình luậ,2810469148965043,/story.php?story_fbid=2810469148965043&id=837317842946860
Vietnam Championship Series - LMHT,,2018-09-07 15:00:01,"Đội hình chính thức của 2 đội tuyển Adonis Esports LOL và EVOS Esports LoL sẽ ra quân trong trận đấu chiều nay! 16:00 Ngày 7/9 - Playoffs 1: EVS vs ADN Trực tiếp tại Youtube và NimoTV #VCS được tài trợ bởi #Wakeup247, đổi nắp chai lấy code Liên Minh Huyền Thoại tại https://bit.ly/2LbpDJV",166,155,7,4,,,,8 bình luậ,2810066122338679,/story.php?story_fbid=2810066122338679&id=837317842946860
Vietnam Championship Series - LMHT,,2018-09-07 13:00:00,"Giờ đã không còn chỗ cho những sai lầm! Liệu đội tuyển nào sẽ là đối thủ của Friends Forever Gaming ở vòng đấu tiếp theo? 16:00 Ngày 7/9 - EVOS Esports LoL vs Adonis Esports LOL Trực tiếp tại Youtube và NimoTV #VCS được tài trợ bởi #Wakeup247, đổi nắp chai lấy code Liên Minh Huyền Thoại tại https://bit.ly/2LbpDJV",440,377,47,9,6,1,,41 bình luậ,241999259797231,/story.php?story_fbid=241999259797231&id=837317842946860
Vietnam Championship Series - LMHT,,2018-09-06 19:01:36,"""Lão Nông"" cho biết 8-| Trận đấu mở màn cho Vòng Playoffs đang nóng hơn bao giờ hết! 16:00 Ngày 7/9 - EVOS Esports LoL vs Adonis Esports LOL Trực tiếp tại Youtube và NimoTV #VCS được tài trợ bởi #Wakeup247, đổi nắp chai lấy code Liên Minh Huyền Thoại tại https://bit.ly/2LbpDJV",713,607,95,11,,,,41 bình luậ,2808639965814628,/story.php?story_fbid=2808639965814628&id=837317842946860
Vietnam Championship Series - LMHT,,2018-09-06 15:02:43,"Adonis Esports LOL mùa này cũng không hề đơn giản 8-| Liệu ""bầy kỳ lân"" có thể tiếp tục đem đến những bất ngờ tại Vòng Playoffs VCS Mùa Hè 2018 hay không? Đừng quên theo dõi trận đấu đầu tiên của Vòng Playoffs giữa EVS và ADN sẽ diễn ra vào lúc 16:00 ngày 7/9 nhé! Trực tiếp tại Youtube và NimoTV. #VCS được tài trợ bởi #Wakeup247, đổi nắp chai lấy code Liên Minh Huyền Thoại tại https://bit.ly/2LbpDJV","1,5K","1,1K",348,12,4,5,1,87 bình luậ,2808340905844534,/story.php?story_fbid=2808340905844534&id=837317842946860
Vietnam Championship Series - LMHT,,2018-09-06 10:51:50,"Trận đấu đầu tiên của Vòng Playoffs VCS Mùa Hè 2018 giữa EVOS Esports LoL và Adonis Esports LOL sẽ diễn ra vào lúc 16:00 ngày mai (7/9) Hãy cùng điểm qua những diễn biến đáng chú ý trong các cuộc đối đầu của 2 đội tuyển này tại giai đoạn Vòng bảng vừa qua nhé! #VCS được tài trợ bởi #Wakeup247, đổi nắp chai lấy code Liên Minh Huyền Thoại tại https://bit.ly/2LbpDJV",215,203,3,4,1,,4,7 bình luậ,1841788245890789,/story.php?story_fbid=1841788245890789&id=837317842946860
Vietnam Championship Series - LMHT,,2018-09-05 18:31:58,"Các thông tin nóng hổi để sở hữu chiếc vé tham dự trận Chung kết VCS Mùa Hè 2018 đây 8-| Ngoài ra, Vòng Playoffs VCS Mùa Hè 2018 cũng sẽ chính thức bắt đầu vào lúc 16:00 ngày 7/9 với trận đấu giữa EVOS Esports LoL và Adonis Esports LOL. Các bạn hãy chú ý đón xem và cổ vũ cho các đội tuyển nhé!  #VCS được tài trợ bởi #Wakeup247, đổi nắp chai lấy code Liên Minh Huyền Thoại tại https://bit.ly/2LbpDJV",372,367,1,4,,,,25 bình luậ,2806836005995024,/story.php?story_fbid=2806836005995024&id=837317842946860
Vietnam Championship Series - LMHT,,2018-08-28 10:53:33,,557,540,4,9,1,3,,14 bình luậ,2793073844037907,/vcslmht/photos/a.837321029613208/2793073844037907
Vietnam Championship Series - LMHT,,2018-08-27 21:03:29,Nghe nói anh em hóng mic check của Friends Forever Gaming lắm 8-| #VCS được tài trợ bởi #WakeUp247,473,447,11,13,2,,,12 bình luậ,242366359798187,/story.php?story_fbid=242366359798187&id=837317842946860
Vietnam Championship Series - LMHT,,2018-08-22 14:12:56,Ai sẽ là nhà vô địch VCS Mùa Hè 2018?      ,511,495,4,12,,,,49 bình luậ,2781612288517396,/vcslmht/photos/a.837321029613208/2781612288517396
Vietnam Championship Series - LMHT,,2018-08-21 15:45:58,"Lịch thi đấu, thời gian và các thông tin về Vòng Playoffs VCS Mùa Hè 2018! Anh em note vào để không bỏ lỡ những trận đấu của các đội tuyển mình yêu thích nhé ;) #VCS được tài trợ bởi #WakeUp247",798,775,16,6,1,,,26 bình luậ,2779515362060422,/story.php?story_fbid=2779515362060422&id=837317842946860
Vietnam Championship Series - LMHT,,2018-08-21 11:47:03,4 Đội tuyển xuất sắc vượt qua giai đoạn Vòng bảng và sẽ góp mặt tại Vòng Playoffs VCS Mùa Hè 2018 Hạng 1: Phong Vũ Buffalo Esports Hạng 2: Friends Forever Gaming Hạng 3: Adonis Esports LOL Hạng 4: EVOS Esports LoL Trận đấu đầu tiên của Vòng Playoffs giữa 2 đội tuyển EVS và ADN sẽ bắt đầu vào ngày 07/09 tới đây! #VCS được tài trợ bởi #WakeUp247,627,588,11,24,1,2,1,36 bình luậ,2779128635432428,/story.php?story_fbid=2779128635432428&id=837317842946860
Vietnam Championship Series - LMHT,,2018-08-19 18:55:42,"Tổng kết Giai đoạn Vòng bảng và lịch thi đấu Vòng Playoff VCS Mùa Hè 2018 FTV Esports LOL giành chiến thắng 2-1 trước Cherry Esports LMHT trong ngày thi đấu cuối. Bên cạnh đó, Friends Forever Gaming cũng xuất sắc hạ gục EVOS Esports LoL với tỉ số 2-0 để vươn lên vị trí thứ 2 trên bảng xếp hạng. Tuyển thủ đường trên của Phong Vũ Buffalo Esports chính thức dẫn đầu danh hiệu MVP mùa này với 1000 điểm. CR và VK sẽ là 2 đội tuyển phải thi đấu ở Vòng thăng hạng. #VCS được tài trợ bởi #WakeUp247",410,392,9,7,1,1,,9 bình luậ,2775094315835860,/story.php?story_fbid=2775094315835860&id=837317842946860
Vietnam Championship Series - LMHT,,2018-08-19 17:16:08,FFQ sẽ đối đầu EVS trong trận đấu cuối cùng giai đoạn Vòng bảng VCS Mùa Hè 2018! Trực tiếp tại: GarenaLive ---> https://garena.live/VCS2018 Nimo TV ---> https://www.nimo.tv/live/78237710 #VCS được tài trợ bởi #WakeUp247,92,92,,,,,,2 bình luậ,2774940802517878,/story.php?story_fbid=2774940802517878&id=837317842946860
Vietnam Championship Series - LMHT,,2018-08-19 14:06:42,Kết quả ngày thi đấu cuối ảnh hưởng khá nhiều tới vị trí của các đội tuyển sẽ ra quân ngày hôm nay!! Trực tiếp tại: Youtube ---> https://youtu.be/qZdXkTTAavg Nimo TV ---> https://www.nimo.tv/live/78237710 #VCS được tài trợ bởi #WakeUp247,71,67,1,2,,,1,Bình luậ,2774688375876454,/story.php?story_fbid=2774688375876454&id=837317842946860
Vietnam Championship Series - LMHT,,2018-08-19 12:00:01,"Giai đoạn Vòng bảng VCS Mùa Hè 2018 sẽ chính thức kết thúc bằng một trận đấu thực sự đáng chú ý! Ai sẽ giành chiến thắng chung cuộc trong trận đấu này để khẳng định vị thế của mình trước những đối thủ của họ tại vòng Playoff? 14:00 Ngày 19/8 - FTV Esports LOL vs Cherry Esports LMHT 17:00 Ngày 19/8 - Friends Forever Gaming vs EVOS Esports LoL Trực tiếp trên Youtube, GarenaLive và Nimo TV #VCS được tài trợ bởi #WakeUp247",194,170,19,5,,,,11 bình luậ,518701641933564,/story.php?story_fbid=518701641933564&id=837317842946860
Vietnam Championship Series - LMHT,,2018-08-19 10:42:03,"Trận ""Chung kết ngược"" tranh suất trụ hạng của cả hai đội tuyển. Liệu ai sẽ chắc chắn góp mặt ở mùa giải tiếp theo? 14:00 Ngày 19/8 - FTV Esports LOL vs Cherry Esports LMHT 17:00 Ngày 19/8 - Friends Forever Gaming vs EVOS Esports LoL Trực tiếp trên Youtube, GarenaLive và Nimo TV #VCS được tài trợ bởi #WakeUp247",353,298,50,2,1,1,1,53 bình luậ,708635829482237,/story.php?story_fbid=708635829482237&id=837317842946860
Vietnam Championship Series - LMHT,,2018-08-19 07:48:59,Anh em nào ở Đà Nẵng thì qua chơi với team #PVB kìa,205,203,1,1,,,,2 bình luậ,2774169815928310,/story.php?story_fbid=2774169815928310&id=837317842946860
Vietnam Championship Series - LMHT,,2018-08-18 18:45:07,"Tổng kết Ngày 3 Tuần 7 VCS Mùa Hè 2018 Phong Vũ Buffalo Esports và GAM Esports LoL đều dễ dàng hạ gục Adonis Esports LOL và Vikings LoL với tỉ số 2-0!! Ngày mai sẽ diễn ra ngày thi đấu cuối cùng của giai đoạn Vòng bảng VCS Mùa Hè 2018, bắt đầu vào lúc 14:00. #VCS được tài trợ bởi #WakeUp247",321,312,7,2,,,,7 bình luậ,2772860189392606,/story.php?story_fbid=2772860189392606&id=837317842946860
Vietnam Championship Series - LMHT,,2018-08-18 17:23:46,Trận đấu cuối cùng của GAM và VK ở mùa giải này đang diễn ra!! Youtube ------> https://youtu.be/ceRwFQ26UR8 #VCS được tài trợ bởi #WakeUp247,140,139,1,,,,,1 bình luậ,2772735502738408,/story.php?story_fbid=2772735502738408&id=837317842946860
Vietnam Championship Series - LMHT,,2018-08-18 13:07:29,"Trận đấu cuối cùng của cả GAM và VK ở mùa giải này. Liệu chiến thắng sẽ thuộc về ai? 14:00 Ngày 18/8 - Phong Vũ Buffalo Esports vs Adonis Esports LOL 17:00 Ngày 18/8 - GAM Esports LoL vs @Vikings LoL Trực tiếp trên Youtube, GarenaLive và Nimo TV #VCS được tài trợ bởi #WakeUp247",105,95,6,4,,,,3 bình luậ,292197558232200,/story.php?story_fbid=292197558232200&id=837317842946860
Vietnam Championship Series - LMHT,,2018-08-18 11:35:40,"PVB đã chắc suất vị trí số 1 trên bảng xếp hạng. Liệu họ có thể khiến cho cuộc đua ở vị trí thứ 2 trở nên gay cấn hơn hay không? 14:00 Ngày 18/8 - Phong Vũ Buffalo Esports vs Adonis Esports LOL 17:00 Ngày 18/8 - GAM Esports LoL vs Vikings LoL Trực tiếp trên Youtube, GarenaLive và Nimo TV #VCS được tài trợ bởi #WakeUp247",348,275,63,9,,1,,34 bình luậ,929372217260651,/story.php?story_fbid=929372217260651&id=837317842946860
Vietnam Championship Series - LMHT,,2018-08-17 21:51:10,Tổng kết ngày thi đấu thứ 2 Tuần 7 VCS Mùa Hè 2018! Adonis Esports LOL đánh bại Cherry Esports LMHT với tỉ số 2-1 GAM Esports LoL không còn gì để mất đã hạ gục hoàn toàn EVOS Esports LoL với tỉ số 2-0 #VCS được tài trợ bởi #WakeUp247,407,391,11,4,1,,,6 bình luậ,2770958796249412,/story.php?story_fbid=2770958796249412&id=837317842946860
Vietnam Championship Series - LMHT,,2018-08-17 19:52:57,GAM hay EVS sẽ giành chiến thắng? Youtube: https://youtu.be/-SIZ1b-zP3w Nimo TV: https://www.nimo.tv/live/78237710 #VCS được tài trợ bởi #WakeUp247,128,124,2,1,,,1,1 bình luậ,2770729246272367,/story.php?story_fbid=2770729246272367&id=837317842946860
Vietnam Championship Series - LMHT,,2018-08-17 11:44:57,"Ngày thi đấu thứ 2 Tuần 7 VCS Mùa Hè 2018 sẽ được bắt đầu vào lúc 14:00 hôm nay với trận đấu bù giữa VK vs PVB và kết thúc với trận đấu rất đáng chú ý dù GAM đã không còn hi vọng - GAM vs EVS! 14:00 Ngày 17/8 (Đấu bù) - VK vs PVB (PVB đã thắng Ván 1) 16:00 Ngày 17/8 - Adonis Esports LOL vs Cherry Esports LMHT 19:00 Ngày 17/8 - GAM Esports LoL vs EVOS Esports LoL Trực tiếp trên Youtube, GarenaLive và Nimo TV #VCS được tài trợ bởi #WakeUp247",92,91,,1,,,,1 bình luậ,2769994043012554,/story.php?story_fbid=2769994043012554&id=837317842946860
Vietnam Championship Series - LMHT,,2018-08-16 20:40:37,"Trận đấu giữa PVB và Vikings sẽ tạm hoãn sang 14 giờ ngày 17/8, với kết quả tiếp tục 1-0 nghiêng về PVB. Lý do máy chủ giải đấu gặp sự cố kĩ thuật nên không thể tiếp tục thi đấu. BTC rất xin lỗi các bạn vì sự cố ngoài ý muốn này. #VCS",266,249,9,6,,,2,15 bình luậ,2768550829823542,/story.php?story_fbid=2768550829823542&id=837317842946860
Vietnam Championship Series - LMHT,,2018-08-16 17:04:54,Xạ thủ quốc tế Celeb đang lên đồng!  Theo dõi ván 2 trận đấu FFQ vs FTV tại --> https://goo.gl/TsBcc4 #VCS được tài trợ bởi #WakeUP247,214,205,7,1,1,,,3 bình luậ,2768204153191543,/story.php?story_fbid=2768204153191543&id=837317842946860
Vietnam Championship Series - LMHT,,2018-08-16 16:18:16,"Akali lần đầu tiên xuất hiện trên đấu trường chuyên nghiệp của giải VCS Việt Nam, trong tay của FFQ.Artifact Vô xem màn thể hiện nào anh em --> ➡️ Youtube: https://goo.gl/TsBcc4 ➡️ NimoTV: https://www.nimo.tv/live/78237710 #VCS được tài trợ bởi #WakeUP247",101,99,1,1,,,,Bình luậ,2768139496531342,/story.php?story_fbid=2768139496531342&id=837317842946860
Vietnam Championship Series - LMHT,,2018-08-16 14:54:10,"Vikings LoL đã có cho mình trận thắng đầu tiên tại mùa giải này. Liệu họ có thể tạo nên bất ngờ nào trước đội tuyển đang dẫn đầu bảng xếp hạng - Phong Vũ Buffalo Esports hay không? 16:00 Ngày 16/8 - FFQ vs FTV 19:00 Ngày 16/8 - VK vs PVB Trực tiếp trên Youtube, GarenaLive và Nimo TV #VCS được tài trợ bởi #WakeUp247",119,112,1,1,,4,1,15 bình luậ,245637886279848,/story.php?story_fbid=245637886279848&id=837317842946860
Vietnam Championship Series - LMHT,,2018-08-16 11:05:00,"Với Friends Forever Gaming, họ cần điểm số này để củng cố vị trí cao hơn trong Top 4. Còn với FTV Esports LOL, nếu có thể giành chiến thắng ngay trong ngày thi đấu đầu tiên thì rất có thể sẽ không cần trận ""chung kết"" nào trong ngày thi đấu cuối cùng tuần này! 16:00 Ngày 16/8 - FFQ vs FTV 19:00 Ngày 16/8 - VK vs PVB Trực tiếp trên Youtube, GarenaLive và Nimo TV #VCS được tài trợ bởi #WakeUp247",347,312,31,4,,,,42 bình luậ,329259004478166,/story.php?story_fbid=329259004478166&id=837317842946860
Vietnam Championship Series - LMHT,,2018-08-14 19:58:59,Một tuần thi đấu xuất hiện tới tận 2 pha Pentakill... Hãy cùng chiêm ngưỡng 5 pha xử lý xuất sắc nhất Tuần 6 VCS Mùa Hè 2018 nhé! #VCS được tài trợ bởi #WakeUp247,309,290,3,14,1,,1,7 bình luậ,276284946300415,/story.php?story_fbid=276284946300415&id=837317842946860
Vietnam Championship Series - LMHT,,2018-08-13 10:47:27,,409,392,14,3,,,,11 bình luậ,2761031133908845,/vcslmht/photos/a.837321029613208/2761031133908845
Vietnam Championship Series - LMHT,,2018-08-12 20:00:06,Cùng xem lại pha Pentakill của DNK đã khiến GAM chính thức rơi khỏi Top 4!! #VCS được tài trợ bởi #WakeUp247,376,338,23,12,,3,,12 bình luậ,1073364736175175,/story.php?story_fbid=1073364736175175&id=837317842946860
Vietnam Championship Series - LMHT,,2018-08-12 19:00:36,Tổng kết ngày thi đấu cuối cùng Tuần 6 VCS Mùa Hè 2018 Vikings LoL chính thức có chiến thắng đầu tay sau khi đánh bại Cherry Esports LMHT với tỉ số 2-1 Friends Forever Gaming một lần nữa huỷ diệt GAM Esports LoL với tỉ số 2-0 để vươn lên vị trí thứ 3 cũng như khiến GAM chính thức nói lời chia tay với Top 4 #VCS được tài trợ bởi #WakeUp247,385,364,14,6,1,,,16 bình luậ,2759497574062201,/story.php?story_fbid=2759497574062201&id=837317842946860
Vietnam Championship Series - LMHT,,2018-08-12 17:22:44,FFQ hay GAM? Câu trả lời sẽ có khi trận đại chiến này kết thúc!! Youtube: https://youtu.be/-3xznNfvPzI Nimo TV: https://www.nimo.tv/live/78237710 #VCS được tài trợ bởi #WakeUp247,184,181,2,1,,,,3 bình luậ,2759354794076479,/story.php?story_fbid=2759354794076479&id=837317842946860
Vietnam Championship Series - LMHT,,2018-08-12 16:16:31,"Đội hình ra quân của 2 đội Friends Forever Gaming và GAM Esports LoL !!!  Cuộc đối đầu này đang nóng hơn bao giờ hết. Liệu ai sẽ giành chiến thắng? Trận đấu sẽ diễn ra vào lúc 17:00 hôm nay. Trực tiếp tại Youtube, GarenaLive và Nimo TV #VCS được tài trợ bởi #WakeUp247",241,232,6,3,,,,12 bình luậ,2759246010754024,/story.php?story_fbid=2759246010754024&id=837317842946860
Vietnam Championship Series - LMHT,,2018-08-12 14:12:00,Ngày thi đấu cuối cùng vô cùng căng thẳng của các đội tuyển ở Tuần 6!! Youtube: https://youtu.be/-3xznNfvPzI Nimo TV: https://www.nimo.tv/live/78237710 #VCS được tài trợ bởi #WakeUp247,100,98,2,,,,,2 bình luậ,2759058217439470,/story.php?story_fbid=2759058217439470&id=837317842946860
Vietnam Championship Series - LMHT,,2018-08-12 13:00:01,"Trận ""tử chiến"" của cả 2 đội để tranh chấp một vị trí trong Top 4!! Liệu rằng FFQ hay GAM sẽ giành chiến thắng trong cuộc đối đầu gay cấn này? 14:00 Ngày 12/8 - Cherry Esports LMHT vs Vikings LoL 17:00 Ngày 12/8 - Friends Forever Gaming vs GAM Esports LoL Trực tiếp trên Youtube, GarenaLive và Nimo TV #VCS được tài trợ bởi #WakeUp247",381,348,20,10,2,,1,22 bình luậ,2757503857594906,/story.php?story_fbid=2757503857594906&id=837317842946860
Vietnam Championship Series - LMHT,,2018-08-12 12:00:01,"Cherry Esports LMHT đang rất cần điểm số trong cuộc đua tránh phải đánh Vòng thăng hạng ở mùa giải tới với FTV Esports LOL!! 14:00 Ngày 12/8 - Cherry Esports LMHT vs Vikings LoL 17:00 Ngày 12/8 - Friends Forever Gaming vs @GAM Esports LoL Trực tiếp trên Youtube, GarenaLive và Nimo TV #VCS được tài trợ bởi #WakeUp247",122,111,9,2,,,,8 bình luậ,2757499634261995,/story.php?story_fbid=2757499634261995&id=837317842946860
Vietnam Championship Series - LMHT,,2018-08-12 10:30:00,"Đừng quên trận đấu vô cùng đáng chú ý quyết định một vị trí trong Top 4 giữa FFQ và GAM sẽ diễn ra chiều này nhé! 14:00 Ngày 12/8 - Cherry Esports LMHT vs Vikings LoL 17:00 Ngày 12/8 - Friends Forever Gaming vs GAM Esports LoL Trực tiếp trên Youtube, GarenaLive và Nimo TV #VCS được tài trợ bởi #WakeUp247","1,5K","1,3K",177,22,4,2,,62 bình luậ,2757494850929140,/story.php?story_fbid=2757494850929140&id=837317842946860
